[ INFO] [2013-07-10 09:16:33]  [play.Logger] -Starting D:\www\iQuant\manage
[ INFO] [2013-07-10 09:17:36]  [play.Logger] -sql==SET collation_connection = utf8_general_ci
[ INFO] [2013-07-10 09:17:36]  [play.Logger] -sql==SET collation_connection = utf8_general_ci
[ INFO] [2013-07-10 09:17:36]  [play.Logger] -sql==SET autocommit=1
[ INFO] [2013-07-10 09:17:36]  [play.Logger] -sql==SET autocommit=1
[ INFO] [2013-07-10 09:17:36]  [play.Logger] -sql==SELECT @@session.tx_isolation
[ INFO] [2013-07-10 09:17:36]  [play.Logger] -sql==/* mysql-connector-java-5.1.20 ( Revision: tonci.grgin@oracle.com-20111003110438-qfydx066wsbydkbw ) */SHOW VARIABLES WHERE Variable_name ='language' OR Variable_name = 'net_write_timeout' OR Variable_name = 'interactive_timeout' OR Variable_name = 'wait_timeout' OR Variable_name = 'character_set_client' OR Variable_name = 'character_set_connection' OR Variable_name = 'character_set' OR Variable_name = 'character_set_server' OR Variable_name = 'tx_isolation' OR Variable_name = 'transaction_isolation' OR Variable_name = 'character_set_results' OR Variable_name = 'timezone' OR Variable_name = 'time_zone' OR Variable_name = 'system_time_zone' OR Variable_name = 'lower_case_table_names' OR Variable_name = 'max_allowed_packet' OR Variable_name = 'net_buffer_length' OR Variable_name = 'sql_mode' OR Variable_name = 'query_cache_type' OR Variable_name = 'query_cache_size' OR Variable_name = 'init_connect'
[ INFO] [2013-07-10 09:17:36]  [play.Logger] -sql==/* mysql-connector-java-5.1.20 ( Revision: tonci.grgin@oracle.com-20111003110438-qfydx066wsbydkbw ) */SHOW VARIABLES WHERE Variable_name ='language' OR Variable_name = 'net_write_timeout' OR Variable_name = 'interactive_timeout' OR Variable_name = 'wait_timeout' OR Variable_name = 'character_set_client' OR Variable_name = 'character_set_connection' OR Variable_name = 'character_set' OR Variable_name = 'character_set_server' OR Variable_name = 'tx_isolation' OR Variable_name = 'transaction_isolation' OR Variable_name = 'character_set_results' OR Variable_name = 'timezone' OR Variable_name = 'time_zone' OR Variable_name = 'system_time_zone' OR Variable_name = 'lower_case_table_names' OR Variable_name = 'max_allowed_packet' OR Variable_name = 'net_buffer_length' OR Variable_name = 'sql_mode' OR Variable_name = 'query_cache_type' OR Variable_name = 'query_cache_size' OR Variable_name = 'init_connect'
[ INFO] [2013-07-10 09:17:36]  [play.Logger] -sql==/* mysql-connector-java-5.1.20 ( Revision: tonci.grgin@oracle.com-20111003110438-qfydx066wsbydkbw ) */SHOW VARIABLES WHERE Variable_name ='language' OR Variable_name = 'net_write_timeout' OR Variable_name = 'interactive_timeout' OR Variable_name = 'wait_timeout' OR Variable_name = 'character_set_client' OR Variable_name = 'character_set_connection' OR Variable_name = 'character_set' OR Variable_name = 'character_set_server' OR Variable_name = 'tx_isolation' OR Variable_name = 'transaction_isolation' OR Variable_name = 'character_set_results' OR Variable_name = 'timezone' OR Variable_name = 'time_zone' OR Variable_name = 'system_time_zone' OR Variable_name = 'lower_case_table_names' OR Variable_name = 'max_allowed_packet' OR Variable_name = 'net_buffer_length' OR Variable_name = 'sql_mode' OR Variable_name = 'query_cache_type' OR Variable_name = 'query_cache_size' OR Variable_name = 'init_connect'
[ INFO] [2013-07-10 09:17:36]  [play.Logger] -sql==SHOW WARNINGS
[ INFO] [2013-07-10 09:17:36]  [play.Logger] -sql==SHOW WARNINGS
[ INFO] [2013-07-10 09:17:36]  [play.Logger] -sql==/* mysql-connector-java-5.1.20 ( Revision: tonci.grgin@oracle.com-20111003110438-qfydx066wsbydkbw ) */SELECT @@session.auto_increment_increment
[ INFO] [2013-07-10 09:17:36]  [play.Logger] -sql==SHOW WARNINGS
[ INFO] [2013-07-10 09:17:36]  [play.Logger] -sql==/* mysql-connector-java-5.1.20 ( Revision: tonci.grgin@oracle.com-20111003110438-qfydx066wsbydkbw ) */SELECT @@session.auto_increment_increment
[ INFO] [2013-07-10 09:17:36]  [play.Logger] -sql==SHOW COLLATION
[ INFO] [2013-07-10 09:17:36]  [play.Logger] -sql==/* mysql-connector-java-5.1.20 ( Revision: tonci.grgin@oracle.com-20111003110438-qfydx066wsbydkbw ) */SELECT @@session.auto_increment_increment
[ INFO] [2013-07-10 09:17:36]  [play.Logger] -sql==SHOW COLLATION
[ INFO] [2013-07-10 09:17:36]  [play.Logger] -sql==SHOW COLLATION
[ INFO] [2013-07-10 09:17:36]  [play.Logger] -sql==SET NAMES utf8
[ INFO] [2013-07-10 09:17:36]  [play.Logger] -sql==SET NAMES utf8
[ INFO] [2013-07-10 09:17:36]  [play.Logger] -sql==SET character_set_results = NULL
[ INFO] [2013-07-10 09:17:36]  [play.Logger] -sql==SET NAMES utf8
[ INFO] [2013-07-10 09:17:36]  [play.Logger] -sql==SET character_set_results = NULL
[ INFO] [2013-07-10 09:17:36]  [play.Logger] -sql==SET collation_connection = utf8_general_ci
[ INFO] [2013-07-10 09:17:36]  [play.Logger] -sql==SET collation_connection = utf8_general_ci
[ INFO] [2013-07-10 09:17:36]  [play.Logger] -sql==SET character_set_results = NULL
[ INFO] [2013-07-10 09:17:36]  [play.Logger] -sql==SET autocommit=1
[ INFO] [2013-07-10 09:17:36]  [play.Logger] -sql==SET autocommit=1
[ INFO] [2013-07-10 09:17:36]  [play.Logger] -sql==SET collation_connection = utf8_general_ci
[ INFO] [2013-07-10 09:17:36]  [play.Logger] -sql==SELECT @@session.tx_isolation
[ INFO] [2013-07-10 09:17:36]  [play.Logger] -sql==SELECT @@session.tx_isolation
[ INFO] [2013-07-10 09:17:36]  [play.Logger] -sql==SET autocommit=1
[ INFO] [2013-07-10 09:17:36]  [play.Logger] -sql==SELECT @@session.tx_isolation
[ INFO] [2013-07-10 09:17:36]  [play.Logger] -Connected to jdbc:mysql://localhost/qsm?useUnicode=yes&characterEncoding=UTF-8&connectionCollation=utf8_general_ci&zeroDateTimeBehavior=convertToNull&statementInterceptors=com.tom.mysql.ShowSqlStatementInterceptor
[ INFO] [2013-07-10 09:17:37]  [org.hibernate.annotations.common.Version] -HCANN000001: Hibernate Commons Annotations {4.0.1.Final}
[ INFO] [2013-07-10 09:17:37]  [org.hibernate.Version] -HHH000412: Hibernate Core {4.1.3.Final}
[ INFO] [2013-07-10 09:17:37]  [org.hibernate.cfg.Environment] -HHH000206: hibernate.properties not found
[ INFO] [2013-07-10 09:17:37]  [org.hibernate.cfg.Environment] -HHH000021: Bytecode provider name : javassist
[ INFO] [2013-07-10 09:17:38]  [org.hibernate.service.jdbc.connections.internal.ConnectionProviderInitiator] -HHH000130: Instantiating explicit connection provider: org.hibernate.service.jdbc.connections.internal.DatasourceConnectionProviderImpl
[ INFO] [2013-07-10 09:17:39]  [org.hibernate.dialect.Dialect] -HHH000400: Using dialect: play.db.jpa.MySQLDialect
[ INFO] [2013-07-10 09:17:39]  [org.hibernate.engine.jdbc.internal.LobCreatorBuilder] -HHH000424: Disabling contextual LOB creation as createClob() method threw error : java.lang.reflect.InvocationTargetException
[ INFO] [2013-07-10 09:17:39]  [org.hibernate.engine.transaction.internal.TransactionFactoryInitiator] -HHH000399: Using default transaction strategy (direct JDBC transactions)
[ INFO] [2013-07-10 09:17:39]  [org.hibernate.hql.internal.ast.ASTQueryTranslatorFactory] -HHH000397: Using ASTQueryTranslatorFactory
[ INFO] [2013-07-10 09:17:40]  [play.Logger] -Application 'manage' is now started !
[ INFO] [2013-07-10 09:17:40]  [play.Logger] -loading sql from  module[common]
[ INFO] [2013-07-10 09:17:41]  [play.Logger] -sql==SET autocommit=0
[ INFO] [2013-07-10 09:17:41]  [play.Logger] -sql==
    SELECT
        id,
        key_name 'key',
        key_value value                     
    FROM
        config_manage
[ INFO] [2013-07-10 09:17:41]  [play.Logger] -sql==commit
[ INFO] [2013-07-10 09:17:41]  [play.Logger] -sql==SET autocommit=1
[ERROR] [2013-07-10 09:17:55]  [play.Logger] -Bad JSON: 
<!DOCTYPE html>

<html>
    <head>
        <title>Application error</title>
        <meta http-equiv="Content-Type" content="text/html; charset=utf-8"/>	
    </head>
    <body>
        
            

<style type="text/css">
    html, body {
        margin: 0;
        padding: 0;
        font-family: Helvetica, Arial, Sans;
        background: #EEEEEE;
    }
    .block {
        padding: 20px;
        border-bottom: 1px solid #aaa;
    }
    #header h1 {
        font-weight: normal;
        font-size: 28px;
        margin: 0;
    }
    #more {
        color: #666;
        font-size: 80%;
        border: none;
    }
    #header {
        background: #fcd2da;
    }
    #header p {
        color: #333;
    }
    #source {
        background: #f6f6f6;
    }
    #source h2 {
        font-weight: normal;
        font-size: 18px;
        margin: 0 0 10px 0;
    }
    #source .lineNumber {
        float: left;
        display: block;
        width: 40px;
        text-align: right;
        margin-right: 10px;
        font-size: 14px;
        font-family: monospace;
        background: #333;
        color: #fff;
    }
    #source .line {
        clear: both;
        color: #333;
        margin-bottom: 1px;
    }
    #source pre {
        font-size: 14px;
        margin: 0;
        overflow-x: hidden;
    }
    #source .error {
        color: #c00 !important;
    }
    #source .error .lineNumber {
        background: #c00;
    }
    #source a {
        text-decoration: none;
    }
    #source a:hover * {
        cursor: pointer !important;
    }
    #source a:hover pre {
        background: #FAFFCF !important;
    }
    #source em {
        font-style: normal;
        text-decoration: underline;
        font-weight: bold;
    }
    #source strong {
        font-style: normal;
        font-weight: bold;
    }
</style>


    <div id="header" class="block">
        <h1>
            Compilation error 
        </h1>
        
        <p>
            The file <strong>{module:iquantCommon}/app/util/QicConfigProperties.java</strong> could not be compiled.
Error raised is : <strong>bussiness.impl.SystemConfigService cannot be resolved</strong>
        </p>
        
        
    </div>
    
    <div id="source" class="block">
        <h2>In {module:iquantCommon}/app/util/QicConfigProperties.java (around line 4)</h2>
        
        
            
                <div class="line ">
                    <span class="lineNumber">1:</span>
                    <pre>&nbsp;package util;</pre>
                </div>
            
         
            
                <div class="line ">
                    <span class="lineNumber">2:</span>
                    <pre>&nbsp;</pre>
                </div>
            
         
            
                <div class="line ">
                    <span class="lineNumber">3:</span>
                    <pre>&nbsp;</pre>
                </div>
            
         
            
                <div class="line error">
                    <span class="lineNumber">4:</span>
                    <pre>&nbsp;import <em>bussiness.impl.SystemConfigService</em>;</pre>
                </div>
            
         
            
                <div class="line ">
                    <span class="lineNumber">5:</span>
                    <pre>&nbsp;import models.iquantCommon.ConfigDto;</pre>
                </div>
            
         
            
                <div class="line ">
                    <span class="lineNumber">6:</span>
                    <pre>&nbsp;</pre>
                </div>
            
         
            
                <div class="line ">
                    <span class="lineNumber">7:</span>
                    <pre>&nbsp;import java.util.List;</pre>
                </div>
            
         
            
                <div class="line ">
                    <span class="lineNumber">8:</span>
                    <pre>&nbsp;</pre>
                </div>
            
         
            
                <div class="line ">
                    <span class="lineNumber">9:</span>
                    <pre>&nbsp;/**</pre>
                </div>
            
         
            
                <div class="line ">
                    <span class="lineNumber">10:</span>
                    <pre>&nbsp; * User: 刘建力(liujianli@gtadata.com))</pre>
                </div>
            
         
    </div>
    
    
    
    <div id="more" class="block">
        This exception has been logged with id <strong>6epo75eag</strong>
    </div>




        
        
    </body>
</html>

[ERROR] [2013-07-10 09:17:56]  [play.Logger] -

@6epo75h1k
Internal Server Error (500) for request POST /users/login?x-http-method-override=POST

Execution exception (In /app/controllers/Users.java around line 54)
RuntimeException occured : Cannot parse JSON (check logs)

play.exceptions.JavaExecutionException: Cannot parse JSON (check logs)
	at play.mvc.ActionInvoker.invoke(ActionInvoker.java:237)
	at Invocation.HTTP Request(Play!)
Caused by: java.lang.RuntimeException: Cannot parse JSON (check logs)
	at play.libs.WS$HttpResponse.getJson(WS.java:663)
	at controllers.Users.login(Users.java:54)
